ID,Watch,Call (911) Problem,Type of Incident,Type  Location,Division,Council District,Date of Report,Date incident created,Person Involvement Type,Victim Type,Victim Race,Victim Ethnicity,Victim Gender,NIBRS Crime Category,NIBRS Group,Date of Incident,Call Duration (Minutes),Zone
4101,1,09 - THEFT,ASSAULT - PRELIMINARY INVESTIGATION *NON FAMILY VIOLENCE,Apartment Complex/Building,CENTRAL,D2,2023-01-31 00:09:00.0000000,2023-01-31 00:00:33.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,MISCELLANEOUS,C,2023-01-23 00:09:00,213.41666666666666,2
4102,2,11V - BURG MOTOR VEH,BMV,Parking (Business),NORTHWEST,D13,2022-08-10 18:35:00.0000000,2022-08-10 20:05:57.0000000,Victim,Individual,Asian,Non-Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2022-08-10 14:15:00,222.31666666666666,1
4103,2,58 - ROUTINE INVESTIGATION,FRAUD USE/POSS IDENTIFYING INFO-PRELIMINARY INVESTIGATION,Financial Institution,CENTRAL,D2,2022-05-16 11:00:00.0000000,2022-05-06 12:00:53.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,MISCELLANEOUS,C,2022-05-11 08:00:00,1.2666666666666666,2
4104,1,58 - ROUTINE INVESTIGATION,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,"Highway, Street, Alley ETC",SOUTHWEST,D1,2023-03-25 11:12:00.0000000,2023-03-25 11:28:40.0000000,Registered Owner,Individual,White,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2023-03-03 08:00:00,123.01666666666667,2
4105,1,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,"Highway, Street, Alley ETC",NORTHEAST,D9,2023-07-28 08:30:00.0000000,2023-07-28 08:28:41.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2023-07-25 23:00:00,1519.0666666666666,2
4106,1,PSE/11V - BURG MOTOR VEH,BMV,Apartment Parking Lot,NORTHEAST,D9,2021-01-14 08:50:00.0000000,2021-01-14 13:24:43.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2021-01-13 22:30:00,292.6166666666667,5
4107,2,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Parking (Business),NORTH CENTRAL,D13,2020-09-10 17:04:00.0000000,2020-09-10 16:55:01.0000000,Registered Owner,Individual,White,Non-Hispanic or Latino,Female,MOTOR VEHICLE THEFT,A,2020-09-10 14:00:00,62.416666666666664,0
4108,3,6X - MAJOR DIST (VIOLENCE),CRIMINAL TRESPASS HABIT/SHLTR/SUPRFUND/INFSTRT,Apartment Residence,NORTH CENTRAL,D12,2023-06-08 16:40:00.0000000,2023-06-08 21:29:30.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,TRESPASS OF REAL PROPERTY,B,2023-06-08 16:30:00,299.3666666666667,0
4109,3,"14 - STABBING, CUTTING",ROBBERY OF INDIVIDUAL (AGG),"Highway, Street, Alley ETC",NORTHEAST,D10,2022-03-07 23:23:00.0000000,2022-03-08 00:10:35.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,ROBBERY,A,2022-03-07 23:15:00,223.51666666666668,5
4110,1,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,"Highway, Street, Alley ETC",NORTHWEST,D13,2020-10-06 12:52:00.0000000,2020-10-06 13:36:58.0000000,Registered Owner,Individual,Hispanic or Latino,Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2020-10-06 00:00:00,169.31666666666666,1
4111,3,DASF-DIST ACTIVE SHOOTER FOOT,"CRIM MISCHIEF >OR EQUAL $750 < $2,500",Parking (Business),NORTHEAST,D13,2022-09-08 20:08:00.0000000,2022-09-08 19:26:00.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,A,2022-09-08 18:45:00,71.98333333333333,5
4112,2,PSE/24 - LOST PROPERTY,LOST PROPERTY (NO OFFENSE),Outdoor Area Public/Private,SOUTHWEST,D1,2022-07-12 15:18:00.0000000,2022-07-12 17:36:00.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,MISCELLANEOUS,C,2022-06-28 07:00:00,161.93333333333334,3
4113,3,09/01 - THEFT,"THEFT OF PROP (AUTO ACC) > OR EQUAL $2,500 <$30K (NOT EMP) PC31.03(e4A)",Apartment Parking Lot,CENTRAL,D2,2021-01-04 21:50:00.0000000,2021-01-04 23:28:34.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,LARCENY/ THEFT OFFENSES,A,2021-01-02 21:15:00,121.98333333333333,2
4114,2,40/01 - OTHER,NATURAL DEATH (NO OFFENSE),Single Family Residence - Occupied,CENTRAL,D14,2022-07-04 09:56:00.0000000,2022-07-04 10:15:32.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,MISCELLANEOUS,C,2022-07-04 09:00:00,162.08333333333334,2
4115,2,58 - ROUTINE INVESTIGATION,LOST PROPERTY (NO OFFENSE),Parking (Business),NORTH CENTRAL,D12,2022-06-29 12:32:00.0000000,2022-06-29 12:19:29.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,MISCELLANEOUS,C,2022-06-29 08:30:00,400.43333333333334,0
4116,2,20R - ROBBERY (REPORT)+1HR,THEFT - PRELIMINARY INVESTIGATION,Gas or Service Station,SOUTH CENTRAL,D4,2021-07-14 10:34:00.0000000,2021-07-14 11:03:20.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,MISCELLANEOUS,C,2021-07-12 09:00:00,48.666666666666664,6
4117,3,31 - CRIMINAL MISCHIEF,CRIM MISCHIEF > OR EQUAL $100 < $750,Apartment Complex/Building,SOUTH CENTRAL,D4,2023-03-06 16:17:00.0000000,2023-03-06 15:54:01.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,A,2023-03-05 18:30:00,383.45,6
4118,2,58 - ROUTINE INVESTIGATION,"THEFT OF PROP > OR EQUAL $750 <$2,500 (NOT SHOPLIFT) PC31.03(e3)",Convenience Store,SOUTH CENTRAL,D8,2023-04-20 15:21:00.0000000,2023-04-20 14:29:32.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,LARCENY/ THEFT OFFENSES,A,2023-04-14 13:00:00,101.65,6
4119,3,40/01 - OTHER,NATURAL DEATH (NO OFFENSE),Apartment Residence,SOUTHWEST,D3,2021-02-07 19:00:00.0000000,2021-02-07 20:07:08.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,MISCELLANEOUS,C,2021-02-06 18:00:00,87.23333333333333,3
4120,2,58 - ROUTINE INVESTIGATION,LOST PROPERTY (NO OFFENSE),"Highway, Street, Alley ETC",CENTRAL,D2,2020-10-25 14:22:00.0000000,2020-10-25 14:23:00.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,MISCELLANEOUS,C,2020-10-22 14:00:00,41.78333333333333,2
4121,1,58 - ROUTINE INVESTIGATION,TRAF VIO -DUTY ON STRIKE UNATTENDED VEH < $200,Parking (Business),SOUTH CENTRAL,D3,2022-08-22 08:34:00.0000000,2022-08-22 08:39:42.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,TRAFFIC VIOLATION - HAZARDOUS,C,2022-08-20 00:30:00,74.66666666666667,6
4122,2,6X - MAJOR DIST (VIOLENCE),BMV,Restaurant/Food Service/TABC Location,SOUTHEAST,D5,2022-09-04 12:38:00.0000000,2022-09-04 14:56:50.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2022-09-04 12:00:00,195.91666666666666,4
4123,2,7X - MAJOR ACCIDENT,TRAFFIC FATALITY- NOT DWI- UNINTENTIONAL (NO OFFENSE),"Highway, Street, Alley ETC",NORTHEAST,D9,2024-01-09 08:06:00.0000000,2024-01-09 08:39:13.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,MISCELLANEOUS,C,2024-01-09 08:06:00,431.8,5
4124,2,11R - BURG OF RES,BURGLARY OF HABITATION - FORCED ENTRY,Apartment Complex/Building,CENTRAL,D14,2021-05-03 08:39:00.0000000,2021-05-03 15:27:40.0000000,Victim,Individual,Middle Eastern,Non-Hispanic or Latino,Male,BURGLARY/ BREAKING & ENTERING,A,2021-05-03 08:39:00,425.21666666666664,2
4125,2,11V/01 - BURG MOTOR VEH,UNAUTHORIZED USE OF MOTOR VEH - (ATT) TRUCK OR BUS,"Highway, Street, Alley ETC",SOUTHEAST,D8,2024-07-24 13:24:00.0000000,2024-07-24 09:30:24.0000000,Registered Owner,Individual,White,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2024-07-24 08:58:00,640.25,4
4126,3,PSE/09 - THEFT,THEFT OF PROP (AUTO ACC) <$100 - (NOT EMP),Business Office,NORTHWEST,D6,2023-08-08 08:30:00.0000000,2023-08-08 09:27:24.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,LARCENY/ THEFT OFFENSES,A,2023-07-15 00:00:00,100.33333333333333,1
4127,1,58 - ROUTINE INVESTIGATION,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Parking Lot,SOUTHWEST,D3,2021-07-10 09:01:00.0000000,2021-07-11 11:13:06.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2021-07-10 04:45:00,12.916666666666666,3
4128,3,PSE/11V - BURG MOTOR VEH,BMV,Parking (Business),CENTRAL,D7,2024-09-21 09:53:00.0000000,2024-09-21 12:38:56.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,LARCENY/ THEFT OFFENSES,A,2024-09-20 20:00:00,183.18333333333334,2
4129,1,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,"Highway, Street, Alley ETC",CENTRAL,D14,2021-08-27 08:50:00.0000000,2021-08-27 08:11:08.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2021-08-26 22:00:00,153.0,2
4130,3,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Apartment Parking Lot,NORTHEAST,D10,2021-08-24 02:00:00.0000000,2021-08-24 02:54:17.0000000,Registered Owner,Individual,Black,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2021-08-22 12:00:00,1408.4166666666667,5
4131,2,PSE/11V - BURG MOTOR VEH,BMV,Outdoor Area Public/Private,NORTHEAST,D9,2020-10-20 12:28:00.0000000,2020-10-20 14:54:43.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,LARCENY/ THEFT OFFENSES,A,2020-10-20 10:00:00,179.4,5
4132,3,11R - BURG OF RES,BURGLARY OF BUILDING - NO FORCED ENTRY,Single Family Residence - Vacant,SOUTHEAST,D5,2020-04-18 13:36:00.0000000,2020-04-18 16:04:00.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,BURGLARY/ BREAKING & ENTERING,A,2020-04-13 18:00:00,377.65,4
4133,3,6X - MAJOR DIST (VIOLENCE),CRIM MISCHIEF > OR EQUAL $100 < $750,"Highway, Street, Alley ETC",SOUTHEAST,D7,2021-04-09 17:42:00.0000000,2021-04-09 19:26:31.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,A,2021-04-09 17:40:00,430.93333333333334,2
4134,3,16 - INJURED PERSON,ATTACK BY DANGEROUS DOG,"Highway, Street, Alley ETC",SOUTHWEST,D1,2022-04-19 23:47:00.0000000,2022-04-19 22:38:35.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,MISCELLANEOUS,C,2022-04-19 22:16:00,134.1,2
4135,2,40 - OTHER,ASSAULT - PRELIMINARY INVESTIGATION *NON FAMILY VIOLENCE,Apartment Complex/Building,SOUTHEAST,D7,2023-01-02 15:48:00.0000000,2023-01-02 15:50:05.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,MISCELLANEOUS,C,2023-01-02 15:00:00,404.35,6
4136,3,11R - BURG OF RES,BURGLARY OF HABITATION - FORCED ENTRY,Single Family Residence - Occupied,SOUTH CENTRAL,D4,2021-02-16 18:07:00.0000000,2021-02-16 18:51:09.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,BURGLARY/ BREAKING & ENTERING,A,2021-02-16 14:00:00,280.56666666666666,6
4137,1,20R - ROBBERY (REPORT)+1HR,ROBBERY OF INDIVIDUAL (AGG),Parking (Business),NORTHWEST,D6,2021-10-30 05:57:00.0000000,2021-10-30 07:32:57.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,ROBBERY,A,2021-10-30 03:45:00,631.75,1
4138,3,6X - MAJOR DIST (VIOLENCE),BURGLARY OF HABITATION - FORCED ENTRY,Apartment Residence,NORTHEAST,D10,2022-03-05 08:44:00.0000000,2022-03-05 08:22:25.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,BURGLARY/ BREAKING & ENTERING,A,2022-03-04 11:00:00,641.7833333333333,5
4139,2,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - OTHER VEH,Parking Lot (All Others),CENTRAL,D14,2021-08-17 14:53:00.0000000,2021-08-17 16:32:16.0000000,Victim,Individual,Asian,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2021-06-06 14:00:00,139.86666666666667,2
4140,1,09 - THEFT,"THEFT OF PROP (AUTO ACC) > OR EQUAL $2,500 <$30K (NOT EMP) PC31.03(e4A)","Highway, Street, Alley ETC",SOUTHWEST,D3,2022-07-28 08:51:00.0000000,2022-07-28 11:14:13.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2022-07-27 20:00:00,227.98333333333332,3
4141,3,09V-01 UUMV JUST OCRD,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Outdoor Area Public/Private,CENTRAL,D2,2024-02-11 18:50:00.0000000,2024-02-11 19:15:14.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2024-02-11 17:56:00,116.71666666666667,2
4142,3,6X - MAJOR DIST (VIOLENCE),CRIM MISCHIEF > OR EQUAL $100 < $750,Single Family Residence - Occupied,SOUTH CENTRAL,D4,2024-12-27 22:06:00.0000000,2024-12-27 18:05:34.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,A,2024-12-27 17:30:00,93.78333333333333,6
4143,3,31 - CRIMINAL MISCHIEF,"CRIM MISCHIEF >OR EQUAL $750 < $2,500",Outdoor Area Public/Private,SOUTHEAST,D5,2020-03-17 18:24:00.0000000,2020-03-17 18:29:12.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,A,2020-03-14 16:20:00,29.433333333333334,4
4144,2,20 - ROBBERY,ASSAULT -BODILY INJURY ONLY,Restaurant/Food Service/TABC Location,SOUTHWEST,D3,2021-03-01 11:37:00.0000000,2021-03-01 13:10:49.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,ASSAULT OFFENSES,A,2021-03-01 11:30:00,130.03333333333333,3
4145,1,58 - ROUTINE INVESTIGATION,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,"Highway, Street, Alley ETC",SOUTH CENTRAL,D8,2020-10-16 17:25:00.0000000,2020-10-16 17:26:32.0000000,Registered Owner,Individual,Black,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2020-10-15 21:00:00,1.2,6
4146,2,6XEA - DISTURBANCE EMERG AMB,INJURED PERSON- PUBLIC PROPERTY (OTHER THAN FIREARM) (NO OFFENSE),"Highway, Street, Alley ETC",SOUTH CENTRAL,D4,2021-10-16 13:16:00.0000000,2021-10-16 13:34:12.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,MISCELLANEOUS,C,2021-10-16 13:00:00,125.58333333333333,6
4147,2,20 - ROBBERY,ROBBERY OF INDIVIDUAL (AGG),Apartment Parking Lot,NORTH CENTRAL,D12,2021-01-23 12:53:00.0000000,2021-01-23 13:47:53.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,ROBBERY,A,2021-01-23 12:30:00,168.33333333333334,0
4148,1,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - OTHER VEH,Apartment Parking Lot,CENTRAL,D14,2022-08-19 08:44:00.0000000,2022-08-19 08:47:04.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2022-08-19 02:00:00,44.166666666666664,2
4149,2,PSE/11V - BURG MOTOR VEH,CRIM MISCHIEF > OR EQUAL $100 < $750,Apartment Parking Lot,NORTHEAST,D10,2023-03-10 17:39:00.0000000,2023-03-10 23:26:47.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,A,2023-03-08 08:00:00,378.78333333333336,5
4150,1,PSE/09 - THEFT,THEFT OF PROP > OR EQUAL $100 <$750 (NOT SHOPLIFT) PC31.03(e2A),Parking (Business),NORTHWEST,D6,2022-04-10 06:57:00.0000000,2022-04-10 08:24:30.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2022-04-10 03:00:00,169.5,1
4151,2,**PD REQUESTED BY FIRE,UNEXPLAINED DEATH (NO OFFENSE),Apartment Residence,NORTHEAST,D13,2024-02-26 11:25:00.0000000,2024-02-26 11:06:05.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,MISCELLANEOUS,C,2024-02-26 10:29:00,141.7,5
4152,3,PSE/11V - BURG MOTOR VEH,BMV,Parking (Business),SOUTHEAST,D7,2024-01-06 22:04:00.0000000,2024-01-07 09:38:15.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2024-01-06 20:00:00,733.1833333333333,4
4153,2,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - (ATT) TRUCK OR BUS,School - Elementary/Secondary,NORTHEAST,D2,2022-08-22 16:34:00.0000000,2022-08-22 17:15:05.0000000,Registered Owner,Individual,White,Non-Hispanic or Latino,Female,MOTOR VEHICLE THEFT,A,2022-08-22 13:10:00,60.53333333333333,4
4154,3,6X - MAJOR DIST (VIOLENCE),ASSAULT -BODILY INJURY ONLY,Restaurant/Food Service/TABC Location,NORTHEAST,D9,2024-08-26 19:34:00.0000000,2024-08-26 20:03:19.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,ASSAULT OFFENSES,A,2024-08-26 18:00:00,71.06666666666666,5
4155,2,PSE/40 - OTHER,FRAUD USE/POSS IDENTIFYING INFO-PRELIMINARY INVESTIGATION,Apartment Residence,NORTH CENTRAL,D12,2020-08-07 00:00:00.0000000,2020-08-07 17:05:17.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,MISCELLANEOUS,C,2018-09-12 12:00:00,225.76666666666668,0
4156,1,PSE/09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,"Highway, Street, Alley ETC",NORTH CENTRAL,D11,2024-11-05 07:31:00.0000000,2024-11-05 08:11:48.0000000,Registered Owner,Individual,Hispanic or Latino,Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2024-11-04 21:00:00,63.333333333333336,0
4157,1,PSE/09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,"Highway, Street, Alley ETC",NORTHWEST,D2,2024-03-04 01:25:00.0000000,2024-03-04 02:02:13.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2024-02-29 06:00:00,49.95,1
4158,2,6X - MAJOR DIST (VIOLENCE),ASSAULT -VERBAL THREAT,Apartment Complex/Building,CENTRAL,D14,2023-02-09 16:23:00.0000000,2023-02-09 15:22:23.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,ASSAULT OFFENSES,A,2023-02-09 13:25:00,270.8333333333333,2
4159,1,PSE/11V - BURG MOTOR VEH,BMV,Parking (Business),NORTHWEST,D6,2024-05-12 02:52:00.0000000,2024-05-12 04:18:30.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2024-05-11 22:00:00,113.98333333333333,1
4160,1,PSE/11V - BURG MOTOR VEH,BMV,Park,CENTRAL,D2,2021-10-09 05:32:00.0000000,2021-10-09 05:35:53.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2021-10-08 22:00:00,210.55,2
4161,3,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Parking (Business),NORTHWEST,D6,2020-07-03 20:09:00.0000000,2020-07-03 20:29:47.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,MOTOR VEHICLE THEFT,A,2020-07-03 16:00:00,148.86666666666667,2
4162,2,41/09V  - UUMV IN PROGRESS,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Parking (Business),NORTHEAST,D7,2021-11-12 15:47:00.0000000,2021-11-12 20:08:01.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,MOTOR VEHICLE THEFT,A,2021-11-12 15:40:00,366.76666666666665,4
4163,3,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Condominium/Townhome Parking,CENTRAL,D14,2020-03-30 10:10:00.0000000,2020-03-30 11:05:49.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2020-03-27 16:30:00,103.03333333333333,2
4164,2,PSE/09 - THEFT,BMV,Parking Lot (All Others),SOUTH CENTRAL,D4,2024-08-05 20:06:00.0000000,2024-08-05 23:21:13.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2024-08-05 12:00:00,308.05,2
4165,2,**PD REQUESTED BY FIRE,UNEXPLAINED DEATH (NO OFFENSE),Medical Facility,SOUTH CENTRAL,D4,2024-07-28 09:15:00.0000000,2024-07-28 17:37:48.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Male,MISCELLANEOUS,C,2024-07-28 08:45:00,180.41666666666666,6
4166,3,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Parking (Business),CENTRAL,D14,2021-12-10 01:50:00.0000000,2021-12-10 01:39:28.0000000,Registered Owner,Individual,Hispanic or Latino,Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2021-12-09 22:00:00,103.48333333333333,2
4167,2,40 - OTHER,HARASSMENT-REPEATED ELECTRONIC COMMUNICATION,Other,CENTRAL,D2,2022-05-24 09:27:00.0000000,2022-05-24 08:59:20.0000000,Victim,Individual,White,Non-Hispanic or Latino,Female,ASSAULT OFFENSES,A,2022-05-24 08:13:00,126.06666666666666,2
4168,2,09V-01 UUMV JUST OCRD,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,"Highway, Street, Alley ETC",SOUTHEAST,D5,2023-11-23 08:39:00.0000000,2023-11-23 10:44:36.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2023-11-23 08:20:00,293.21666666666664,4
4169,1,39 - SPEEDING/RACING,DEADLY CONDUCT,"Highway, Street, Alley ETC",NORTHWEST,D13,2020-09-06 03:30:00.0000000,2020-09-06 04:31:44.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,ASSAULT OFFENSES,A,2020-09-06 03:13:00,119.48333333333333,1
4170,1,11V/01 - BURG MOTOR VEH,BMV,Single Family Residence - Occupied,SOUTHEAST,D7,2022-07-06 22:05:00.0000000,2022-07-07 00:52:15.0000000,Victim,Individual,Middle Eastern,Non-Hispanic or Latino,Male,LARCENY/ THEFT OFFENSES,A,2022-07-03 10:00:00,329.1,2
4171,2,58 - ROUTINE INVESTIGATION,HARASSMENT,Single Family Residence - Occupied,SOUTH CENTRAL,D4,2020-01-17 19:29:00.0000000,2020-01-17 19:33:48.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,ASSAULT OFFENSES,A,2020-01-16 12:00:00,87.35,6
4172,3,29 - OPEN BUILDING,OPEN BUILDING (NO OFFENSE),Single Family Residence - Vacant,NORTHEAST,D9,2021-04-23 21:42:00.0000000,2021-04-23 22:28:07.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,MISCELLANEOUS,C,2021-04-23 21:42:00,66.45,5
4173,1,PSE/11V - BURG MOTOR VEH,THEFT OF PROP (AUTO ACC) <$100 - (NOT EMP),Parking Lot (All Others),NORTHWEST,D2,2024-07-16 03:04:00.0000000,2024-07-16 03:32:47.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,LARCENY/ THEFT OFFENSES,A,2024-07-11 17:00:00,122.43333333333334,1
4174,2,58 - ROUTINE INVESTIGATION,LOST PROPERTY (NO OFFENSE),"Highway, Street, Alley ETC",SOUTHWEST,D3,2024-07-01 22:08:00.0000000,2024-07-01 22:03:39.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,MISCELLANEOUS,C,2024-06-29 00:00:00,18.183333333333334,3
4175,2,31 - CRIMINAL MISCHIEF,CRIM MISCHIEF > OR EQUAL $100 < $750,Apartment Residence,NORTHEAST,D13,2020-08-24 11:28:00.0000000,2020-08-24 11:55:33.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,A,2020-08-22 05:40:00,64.63333333333334,5
4176,2,11R - BURG OF RES,BURGLARY OF BUILDING - FORCED ENTRY,Single Family Residence - Vacant,SOUTHEAST,D7,2024-12-11 12:01:00.0000000,2024-12-12 16:08:21.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,BURGLARY/ BREAKING & ENTERING,A,2024-11-20 12:00:00,1786.9833333333333,2
4177,1,40/01 - OTHER,BURGLARY OF HABITATION -NO FORCED ENTRY,Single Family Residence - Occupied,SOUTHWEST,D1,2023-01-23 03:31:00.0000000,2023-01-23 05:02:44.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,BURGLARY/ BREAKING & ENTERING,A,2023-01-23 03:31:00,121.36666666666666,3
4178,2,11B - BURG OF BUS,BURGLARY OF BUILDING - FORCED ENTRY,Business Office,SOUTHWEST,D1,2023-08-28 07:09:00.0000000,2023-08-28 09:37:31.0000000,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,BURGLARY/ BREAKING & ENTERING,A,2023-08-26 15:00:00,287.71666666666664,3
4179,2,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - OTHER VEH,Apartment Complex/Building,NORTH CENTRAL,D11,2022-10-30 19:17:00.0000000,2022-10-31 04:09:01.0000000,Victim,Individual,White,Non-Hispanic or Latino,Male,MOTOR VEHICLE THEFT,A,2022-10-30 09:00:00,629.7333333333333,0
4180,1,41/11R - BURG RES IN PROGRESS,ROBBERY OF INDIVIDUAL - PRELIMINARY INVESTIGATION,Single Family Residence - Occupied,SOUTH CENTRAL,D4,2023-03-25 07:12:00.0000000,2023-03-25 07:53:16.0000000,Victim,Individual,Black,Non-Hispanic or Latino,Female,MISCELLANEOUS,C,2023-03-25 07:00:00,198.61666666666667,6
